Age,Estimated Income,Credit Card Balance,Bank Loans,Superannuation Savings,Saving Accounts,Properties Owned,Default_Risk,Debt_to_Income_Ratio,Savings_to_Debt_Ratio
47,397676.18,9451.63625,772691.72,46862.55,572699.43,1,1,1.9667845236543964,0.7921325201021677
72,95884.87,443.58,49153.64,13662.34,144184.6,0,0,0.5172580408149899,3.1825121949940947
23,170389.44,6518.7,566788.22,44144.48,160023.15,0,0,3.3646857457833064,0.35612211671522004
52,77420.05,2804.37,1705090.3875000002,25194.68,438710.35,3,0,22.060109202977785,0.27162373813672286
20,163043.73,4012.27,1072353.02,21898.8,0.0,1,1,6.601696918979957,0.020345118760640487
18,97502.58,1344.22,157753.41,5150.34,21098.59,2,0,1.6317273860855785,0.16498526731499824
52,191630.74,5646.48,1397029.05,31036.46,475060.61,0,1,7.319679139161076,0.3608081116178653
36,66802.23,2798.68,386423.99,21204.0,306891.9,3,0,5.826492169497935,0.8429495051007562
82,110364.71,752.52,94224.55,24412.82,239445.77,2,0,0.8605746347722927,2.778100144591272
19,125706.35,4904.42,1617744.24,30939.57,54417.43,2,1,12.90824735584161,0.05260346832969478
63,30509.3,116.14,447251.73,16039.13,23471.19,1,0,14.66332790329506,0.08831709725354829
51,174820.33,1423.87,376822.89,39963.52,165407.0,1,0,2.1636314266195473,0.5429523759770579
50,214432.05,2129.4,601115.76,19656.0,297929.04,3,0,2.8132229300610616,0.5264601104133012
20,158390.39,92.75,424424.85,42135.6,401623.42,0,1,2.680197958979708,1.0453229140018836
85,191377.91,3899.23,1444418.31,43629.74,556405.28,2,1,7.567840718921008,0.41429768619823093
63,70008.45,243.3,139171.91,18547.88,41206.44,3,0,1.991405466054455,0.4286038187381511
69,65431.3,2991.32,352619.01,25178.1,180326.38,0,0,5.434865729398621,0.5778906988143488
22,315981.67,6394.97,758590.98,43658.61,676745.8987499999,1,0,2.4209820462054017,0.9417213048536318
50,66391.14,141.3,536031.45,13088.72,42557.57,3,0,8.075968419882532,0.10378406253569855
60,51443.62,7099.67,261255.79,8991.84,196918.77,0,0,5.216496428517278,0.7673026019198493
73,209712.86,2467.83,226487.54,16818.27,14653.47,1,0,1.0917564616685882,0.1374573679692773
43,417117.08,7436.68,981015.4,7290.91,530641.31,1,1,2.3697233400272175,0.5442162414021716
52,82231.69,4312.71,36652.66,14281.92,221825.89,1,0,0.49817010935808326,5.763454511590849
23,158077.07,6228.0,262656.05,26127.99,454672.42,2,0,1.7009680784189634,1.7881262271740284
20,277452.63,2428.38,205873.6,49296.45,107978.21,2,1,0.7507659235380109,0.7550283726137763
17,350625.04,6833.39,867561.77,27300.3,299355.37,0,1,2.4938183536463914,0.3735785733551254
77,185599.45,1233.15,457126.66,23896.32,107399.53,1,0,2.469618363632004,0.2864465005199725
46,95819.67,1816.94,780831.58,2697.8,103475.2,0,0,8.167931699201217,0.13565842345370635
83,30898.92,845.99,162813.13,21343.5,34951.52,1,0,5.296596774256188,0.3439751846693012
72,66283.45,3500.2,508481.5,28269.72,73439.33,0,0,7.7241257055871415,0.19865720072182128
31,46525.22,1349.77,381700.42,5173.56,40560.73,1,0,8.233173104823578,0.11939472110764099
61,231731.08,2370.78,1198853.05,69891.1875,37062.96,2,1,5.183697542858732,0.08903757633781179
22,122947.04,364.7,34744.49,31710.43,162054.43,2,0,0.2855635239368105,5.518764210618057
48,123401.7,5618.62,1033489.82,69891.1875,344614.44,2,1,8.420535859716681,0.3989046885186608
47,342354.81,5913.22,1475135.45,25422.7,271243.13,1,1,4.326063565457135,0.20030781952100232
61,59012.4,1249.74,65119.84,22778.92,43035.09,0,0,1.1246717639004684,0.99161420617388
30,162714.82,342.57,342340.6,21954.24,45424.18,3,0,2.1060353937029213,0.19661958706759056
81,157581.38,5292.45,785409.84,33288.0,524354.59,1,1,5.01773934204663,0.7052488551046753
67,75751.94,6576.37,467736.47,25677.08,85768.71,1,0,6.261395285718095,0.23496212971563304
72,121290.33,2810.3,1354505.05,21999.78,676745.8987499999,3,1,11.190631190466709,0.5147994266406648
71,100123.92,5213.44,1263579.47,16866.9,144149.23,1,1,12.672225677939895,0.1269048729907602
25,41697.2,4324.19,135573.47,19048.16,458113.94,1,0,3.3550852335408616,3.410769624240861
51,20674.14,2668.36,770743.92,22214.91,290972.29,0,0,37.409647027639366,0.404941585694003
65,158667.27,169.94,595889.48,11230.96,23522.21,1,0,3.7566627320177624,0.05830477722375863
67,42783.86,3264.19,703366.71,8986.11,0.0,1,0,16.516296098575488,0.012716819039729174
65,73154.79,6759.92,860465.42,28365.12,676745.8987499999,1,1,11.854662421968543,0.8130645786773495
70,179278.41,5878.44,271176.21,35155.74,46202.04,0,0,1.5453877017316253,0.2936514018032117
23,337287.43,1813.65,112600.93,16309.53,161577.81,0,0,0.33921981616688174,1.5547475265169308
34,91325.45,8142.08,1705090.3875000002,40384.32,104650.04,1,0,18.75963893416348,0.08465533901321594
38,123570.37,1478.23,464089.94,7933.2,5698.77,1,0,3.7676359632167484,0.029280224891179974
65,208133.32,1476.26,707351.57,23802.24,194125.65,1,0,3.4056432194518393,0.3074478361722392
34,171731.73,4130.69,378784.85,10815.36,365193.24,1,0,2.2297308715168707,0.9819596719431342
26,89041.08,1276.31,207413.11,17562.24,17939.35,3,0,2.3437431351910822,0.17011605036781277
79,90878.3,1848.48,1479472.5,40976.39,216616.26,3,1,16.300051607479453,0.1738937607609117
52,194269.93,3085.91,1036239.1,52194.36,585679.37,0,0,5.349901603403059,0.6137378684480339
45,244407.55,160.92,148105.88,7794.62,177872.63,2,0,0.6066375609100456,1.252242563793352
28,89835.34,478.23,1170365.01,10536.85,210911.64,0,1,13.033214323004733,0.1891357384992559
44,251512.74,3613.77,337250.6,44473.28,109541.86,2,1,1.355256874860494,0.45183569102370247
46,29990.47,2847.68,416331.58,3006.14,84364.61,1,0,13.977082053065523,0.20843240566719434
60,89882.99,2666.57,857309.0,19533.21,38569.01,2,0,9.56772321437015,0.06756256161723104
76,166062.12,83.8,94568.8,32686.84,134989.07,0,0,0.5699830882563707,1.771468914019118
59,245836.28,759.19,757839.23,30283.0,16587.2,3,0,3.085787093751988,0.06178517774242433
27,340982.2,2538.76,923578.54,51114.38,125629.06,1,1,2.7160282853474462,0.19084326483992378
62,99927.63,579.14,115782.46,6232.67,15276.19,1,0,1.1644587187747772,0.1848434118866371
44,98458.06,2086.16,470697.02,5650.56,229010.77,1,0,4.8018738130733025,0.4963392176108769
39,38002.72,2262.89,282746.52,22652.8,253758.87,0,0,7.499710810173588,0.9698300844520028
39,68540.57,6049.74,208728.05,15155.84,266490.03,2,0,3.133586283277188,1.3113299967841334
43,232630.34,3004.51,256989.41,41074.04,34317.33,2,0,1.117626875325033,0.2899724733083246
71,123854.66,6590.94,721781.54,34316.46,108414.38,1,1,5.8808645552779355,0.19595831523135632
69,281097.73,6240.59,612848.63,19224.09,472970.53,0,0,2.2023985038940017,0.7950289054800447
46,98764.34,425.1,117867.76,27175.62,28301.42,2,0,1.1977284513823512,0.46897649632871896
28,327053.35,3322.53,198880.12,49660.4,437157.77,3,0,0.6182558594798067,2.4075637111397348
45,145351.01,4530.66,1266636.67,23670.0,81317.23,0,0,8.745500495662188,0.08259113094801536
26,94711.61,9451.63625,426759.8,47943.96,52535.62,0,1,4.605680721191415,0.23034551894896832
72,129558.06,916.1,259774.42,2370.82,97834.34,1,0,2.012152080696485,0.3843821233617419
69,26994.24,1862.79,299906.15,16050.3,75032.89,0,0,11.179012263356922,0.30182989730521204
62,355157.28,634.3,590881.31,27284.8,218525.29,1,1,1.6655032666090923,0.41555906604211834
59,41767.79,2441.01,485044.13,8383.95,28086.15,2,0,11.6713175391851,0.07481258851790126
20,67275.34,1931.84,36150.6,10237.13,47173.12,1,0,0.5660683394539514,1.5074859308927977
32,242779.9,3344.54,610132.67,13511.57,206329.91,0,0,2.526886327904411,0.3583525484955692
76,222899.46,3614.94,1056210.15,24385.3,184674.75,2,1,4.754722555182502,0.19725882573809825
45,159565.95,214.3,30799.52,10513.36,96286.08,1,0,0.19436364713148385,3.443497012073583
55,146013.3,5845.32,501918.03,56286.9,60741.76,3,1,3.477514377114962,0.23047829175088796
33,97226.35,230.46,204220.49,8672.45,46245.79,1,0,2.102834776786334,0.26861196481618305
58,141166.41,733.15,463993.93,15831.7,485736.31,2,0,3.2920514164807337,1.0792720121409491
33,93955.28,3247.58,210735.85,12466.08,186893.03,0,0,2.277502978012518,0.9316524104113556
38,320879.52,1144.32,970674.43,51955.2,310202.08,3,1,3.0286094606474103,0.37265890099475757
56,54290.17,956.96,643495.1,42073.56,168818.87,1,0,11.870510996742135,0.32724249924424287
18,330308.97,6638.09,402515.4,16170.23,446450.79,1,1,1.23869930023396,1.130675652612293
76,154172.7,2203.99,59079.38,4635.45,124259.28,0,0,0.39749819520576596,2.103223546232098
18,157969.47,866.95,93297.66,42671.16,114620.27,2,0,0.59609372621178,1.6703702126498197
82,109137.69,1592.08,170751.62,29740.38,128132.91,2,0,1.5791400752572275,0.9160321727329012
61,150527.18,669.74,364947.36,24319.8,218785.94,2,0,2.4289108452041686,0.6649171362139894
20,183239.56,4405.46,1563406.77,28524.5,0.0,0,1,8.556079429572959,0.01819381253722422
47,279987.37,1908.18,872874.22,30587.76,87840.43,2,0,3.1243637882665922,0.13538001521290868
80,274732.47,1924.04,254175.22,20300.33,244800.03,1,0,0.9321768919414587,1.0351428772465907
36,65580.31,1516.96,361994.69,18432.38,152893.84,1,0,5.542999872980168,0.4713074496857262
67,212637.0,7325.29,972318.74,37999.42,676745.8987499999,0,0,4.607119316017438,0.7295962280847788
80,76947.92,1681.78,642373.3,25379.58,136755.96,2,0,8.370012860646527,0.2517413390461277
34,129121.92,7002.94,921744.22,18411.2,676745.8987499999,2,1,7.192792362443185,0.7484882648381236
32,268015.13,1025.69,169872.48,27240.0,402389.45,3,1,0.637643740485845,2.513935263699642
37,54145.81,9451.63625,402192.3,17178.13,234406.72,0,0,7.602507677879415,0.6111695489124337
33,109428.74,1157.23,469326.05,19480.56,145980.36,0,0,4.299448938185709,0.3516821433438754
43,50756.65,2477.19,585444.33,36316.7,48821.76,2,0,11.583142701498225,0.1448123810600077
66,63531.71,5078.54,890250.08,8743.95,300767.4,2,0,14.09262587139556,0.3456954210897212
41,207771.28,2872.37,342874.72,21864.18,357650.76,2,1,1.6640754679857581,1.0976631570112219
67,46553.21,1323.02,818243.62,6493.54,217192.39,1,0,17.60494367627925,0.2729316277055546
32,70523.24,1198.93,159503.35,16318.3,76738.8,0,0,2.2787137970405213,0.5790616096945875
61,68103.92,1305.32,238333.77,14806.56,56955.5,3,0,3.5187268221858594,0.29945765752299625
54,137176.77,630.68,403504.8,8670.27,111913.24,2,0,2.9460926948491353,0.29837323767455987
52,140915.21,71.93,476721.61,10232.55,78185.32,0,0,3.3835491569717706,0.18544228715370778
24,97850.68,2457.74,337786.64,22736.22,405047.65,2,0,3.4771795147463465,1.2572804662329287
52,439605.09,5837.24,993887.33,28966.5,676745.8987499999,3,1,2.274142389934566,0.7059061205666671
63,62182.99,3792.61,522778.94,6083.64,120599.31,3,0,8.46809633952951,0.24058023913324003
29,255296.03,4377.72,1415820.14,65724.8,676745.8987499999,3,1,5.562945338397937,0.5227934760840465
25,85014.81,1951.93,154547.33,29862.76,173072.96,1,0,1.840847024183198,1.296711711533259
59,55938.65,2625.13,214211.09,13609.62,270329.78,3,0,3.876322006340875,1.3094587728066243
28,298461.74,2291.56,604016.19,11525.8,135217.37,0,0,2.0314421205210422,0.24202713551470267
56,170196.21,168.84,75106.9,26256.48,157911.03,3,0,0.4422879921944207,2.4465393958346233
59,270186.79,827.08,317350.19,5663.7,358926.14,2,0,1.1776196386211186,1.1458665609062493
51,214018.81,1383.56,488480.96,42472.24,278378.16,3,0,2.288885355450766,0.6549764923238524
63,31668.58,2440.39,387639.88,4810.96,232169.65,1,0,12.31758007463549,0.607515992757099
72,83445.12,2399.03,699847.37,17088.0,311392.12,1,1,8.415667686738303,0.4677555516759478
80,186157.65,2568.83,699769.88,5956.3,64494.39,0,0,3.7728168033921787,0.10030856720318435
65,329750.77,3587.99,400978.71,17939.02,61842.63,2,0,1.2268862935483063,0.19720222350919264
80,286163.28,684.43,585370.3,28196.64,258272.52,0,0,2.0479732060661315,0.4888087349645057
67,267268.83,5722.25,706552.99,28590.68,196319.54,0,0,2.6650142480138816,0.31576263164414975
46,301973.79,602.91,486457.54,48653.88,614675.04,0,1,1.6129229295032526,1.361899858837114
62,361194.75,4129.29,752660.82,45795.0,137574.28,2,1,2.0952411683724637,0.24229840649158788
80,201718.07,1573.73,847474.6,7726.95,594795.53,0,0,4.209084144023389,0.7096436669940014
42,89395.04,775.2,76618.94,19146.8,233083.38,2,0,0.8657542968826907,3.258992489709302
71,83916.94,3020.89,556722.2,1991.68,26913.39,1,0,6.670203775304485,0.0516397948926982
80,185453.7,808.9,81096.58,34224.3,51315.57,1,0,0.44164920947923925,1.044360226443622
39,197406.04,5608.06,973262.67,11507.94,524301.4,3,0,4.958666563596535,0.5473744144189351
75,328178.82,3543.83,219621.06,58406.76,42305.39,0,1,0.68001003233542,0.4512882770749598
51,114861.31,122.6,390831.86,39705.63,136131.9,1,0,3.403708872900718,0.44976358688020374
59,323979.45,2910.47,1705090.3875000002,36752.67,339262.78,2,1,5.271941962676954,0.22014932147109798
22,89581.22,1879.36,205523.86,22710.72,107467.94,2,0,2.3152533533256188,0.6276567564536537
45,86007.4,4231.61,975004.06,9009.88,676745.8987499999,0,0,11.38548159809505,0.7002962611173456
58,38135.12,2302.8,90593.93,14376.0,61487.99,3,0,2.435988925693691,0.8166398683799916
25,168548.81,4200.14,479366.24,20687.49,440322.17,3,0,2.868999075104713,0.9533514440117942
36,52311.35,980.95,253965.36,20907.04,42541.61,1,0,4.873632777590331,0.24886965859729998
71,348995.08,5243.7,75319.86,60023.81,27793.13,3,1,0.23084440044255064,1.0900194825119134
68,151372.02,1263.67,468449.35,28841.45,388664.61,3,0,3.1030372720136787,0.8888516037907491
23,211439.78,8344.89,530674.17,47870.12,329551.48,3,1,2.5492793267189366,0.7001995435939804
42,111739.68,1404.71,31372.2,7947.32,253264.35,2,0,0.29333277131275126,7.9691374465303
69,63751.52,3814.7,229166.26,21452.8,34195.07,3,0,3.654516158987269,0.23885055306428013
47,52279.76,2159.14,976660.42,21017.76,367705.48,1,0,18.722724817405435,0.3971343225565266
57,48676.4,1604.4,74495.92,2889.27,87806.59,1,0,1.563392526974057,1.1917777510298115
50,157185.1,548.09,313641.87,48841.0,347071.36,2,0,1.9988533264285229,1.260101054467003
81,220180.16,3655.35,622004.87,17029.26,157464.78,1,1,2.84158309268192,0.2788954060473814
54,263984.77,1761.41,307888.81,26163.36,168017.85,2,0,1.172985168803488,0.627096544299099
53,85194.7,1853.98,42562.43,2845.12,82390.22,3,0,0.5213517977057259,1.9189624068580313
24,283653.73,296.09,0.0,9129.9,676745.8987499999,0,0,0.0010438431393093263,2308.646533878623
82,121607.69,1114.56,333286.56,6142.4,33387.84,3,0,2.749835310579454,0.1182116907632045
22,87332.6,2297.86,79256.58,16905.82,13247.05,1,0,0.9338373070308224,0.3697223630943564
48,337285.1,8601.39,1379713.31,17643.42,593881.93,3,1,4.116145954861333,0.4404800363490812
84,91733.47,1347.73,267703.9,34793.04,311374.04,0,0,2.932971248116963,1.2866147415098672
63,91056.08,4114.97,872782.2,14258.94,367776.48,3,0,9.6302978340381,0.4356668003994124
31,112872.94,658.54,778983.44,6467.23,60325.63,3,0,6.907253235363586,0.08567108498815702
46,157179.58,1795.62,396817.71,31953.39,70516.27,2,0,2.536037632878266,0.2570646669927797
30,90299.99,1432.84,243699.48,10341.29,138713.15,3,0,2.7146439329616756,0.6080545884174375
75,169548.06,4898.56,87256.75,13919.5,96169.4,3,0,0.5435350307163644,1.1945888458424605
52,69036.21,1143.27,518304.54,15960.96,132558.96,1,0,7.524280518875528,0.2859182986673893
36,169542.75,4553.6,399086.4,37776.0,243826.02,2,0,2.380756475874079,0.6976546485614693
60,405234.67,9451.63625,1298729.34,63185.92,578202.75,2,1,3.2282059584141707,0.49029009850646915
79,93963.9,2831.68,184629.73,14025.96,181221.49,2,1,1.9950364980593613,1.041528538974827
52,307310.17,2729.17,320438.22,15364.6,78126.75,2,0,1.0516000495525415,0.2892960849295936
85,103453.5,4557.11,399276.54,8983.0,372569.55,0,0,3.9035281551614975,0.944823704454286
56,158271.47,6840.99,1705090.3875000002,5466.78,676745.8987499999,0,0,10.81642432145225,0.39850445479993846
20,101285.02,3632.95,662146.1,33915.6,234756.64,3,0,6.573321997665596,0.40354504464349755
46,253872.85,2467.04,565655.1,5571.13,52761.05,1,0,2.237821570916307,0.10267524044171128
50,153146.62,3506.21,1187401.76,7630.74,246051.6,1,0,7.776260226964199,0.213015726970299
59,184133.24,914.0,470180.94,9751.08,54707.78,1,0,2.55844593838679,0.1368274581181914
55,78017.16,2082.0,424736.47,6864.0,54941.12,1,0,5.470828084488079,0.1448038909752641
30,289639.02,284.94,1411625.66,46736.72,551212.85,2,1,4.874725097467875,0.42350354653931593
53,33731.48,1505.3,64205.78,13942.08,214820.94,3,0,1.9480639450151607,3.481293241668807
71,92116.89,3782.59,162624.13,33885.5,513823.93,2,0,1.8064734925375792,3.2913703162329244
45,64691.11,9451.63625,1705090.3875000002,21673.08,633733.95,2,1,26.503518393021857,0.3822633908401506
66,275620.68,3034.77,764208.13,49539.44,160854.18,1,1,2.783691339851567,0.2742199970569984
80,265014.95,2691.31,1705090.3875000002,9191.25,676745.8987499999,0,1,6.4440956915826835,0.4016536470091505
83,83976.68,4657.57,642988.55,8712.36,14100.99,2,0,7.71221391462487,0.0352249694247077
22,30843.85,2442.95,375495.66,2760.94,111084.91,2,0,12.253289067350542,0.3012276220531635
45,26777.4,2385.14,74520.79,2692.98,261765.43,3,0,2.872046203141455,3.4386811435588442
85,130641.07,6217.12,741852.5,27325.54,76028.95,3,0,5.726144312810665,0.13816140780933223
49,34495.76,1606.31,313816.3,6816.59,176358.49,3,0,9.143808108590736,0.5807272321815098
58,164815.09,2588.71,325312.17,51955.82,424057.94,3,0,1.9895076354962402,1.451695732882044
83,107321.55,2311.03,241977.2,37506.24,48829.66,0,0,2.276227188295361,0.35341672655810485
36,85695.95,2099.16,167155.88,21318.64,174982.81,2,0,1.9750646325759853,1.1597899253698716
18,73501.04,1371.21,332813.43,26561.82,179033.27,1,0,4.546665462148564,0.6152122215664323
80,107496.96,2920.19,53270.88,12335.75,140532.47,1,0,0.5227224100104784,2.720458954439657
39,112479.91,4486.43,1336520.74,41059.71,233144.32,1,0,11.922192772024799,0.20447603238688697
51,57417.24,1135.97,316305.47,14002.65,112149.93,3,0,5.528678146145651,0.39740300635289977
73,75923.9,5131.28,847139.68,41772.4,125706.94,0,0,11.225331680801435,0.19650926917741138
51,312143.01,667.72,117136.57,11784.3,160195.45,1,0,0.3774048632388084,1.4598644084658676
84,80694.36,3556.68,883373.3,20594.93,196231.94,3,0,10.991226400457233,0.24446870713660263
64,134525.88,5305.34,1028225.09,27954.96,434270.55,1,1,7.682762826007902,0.44722927294044656
83,389998.68,351.12,556818.44,11941.88,186396.48,1,1,1.4286447328488392,0.35597422807120327
20,184725.65,8645.24,1416842.86,6980.26,382006.39,3,1,7.716784864473342,0.27287942783989017
51,408724.64,8298.04,1705090.3875000002,67128.88,676745.8987499999,1,1,4.192036055129928,0.43415394469626484
70,154622.19,1325.13,315275.42,11249.7,232569.08,1,0,2.047575124889901,0.7701124015343577
24,79608.88,3963.57,484321.96,18496.0,161019.33,2,0,6.133556080678437,0.3676434203499326
69,268568.86,1692.88,1524878.22,22914.64,408324.22,2,1,5.6840956915109215,0.2824883672379444
34,481365.87,9451.63625,508334.96,48809.2,676745.8987499999,1,1,1.0756612143066977,1.401260099710239
26,178665.88,1214.07,1006654.66,48672.69,205059.71,0,1,5.641081162223028,0.25175118613791486
38,98577.63,5784.79,532591.28,56161.35,676745.8987499999,2,1,5.46144262141421,1.361327013332867
49,392641.08,9447.62,1705090.3875000002,53905.85,676745.8987499999,0,1,4.366680143351277,0.4261505544953312
49,408476.1,9451.63625,336890.81,18739.63,361899.67,0,1,0.8478891329260145,1.0990226727871857
65,105806.97,1192.21,453765.56,9856.08,233017.04,1,0,4.299884686235699,0.5338354506277568
30,69401.21,211.12,530889.91,3297.6,56240.11,2,0,7.652619169031778,0.11210220755510951
40,304304.44,7210.53,984328.03,4215.0,676745.8987499999,3,1,3.2583769070211397,0.686771286009002
50,60079.88,4626.59,229342.96,41147.08,22997.38,2,0,3.8943078781116074,0.27415612776907183
18,31919.92,4631.09,786649.92,2104.62,129063.75,0,0,24.78956745505628,0.16576690527818266
42,24695.47,2961.89,238560.06,2198.56,40649.15,1,0,9.780010260991185,0.17740637069893356
62,283690.35,9451.63625,497887.28,55813.86,644540.55,2,1,1.7883545078286944,1.3804441313757954
34,164952.71,4375.43,400864.11,5372.06,201931.48,1,0,2.4567013176079375,0.5115567657668209
73,265206.5,2765.45,1400917.65,18207.99,264584.23,1,0,5.292792974531166,0.2014642895791154
18,205319.7,3732.8,406934.31,55892.7,624865.41,3,1,2.0001349602595364,1.6576843768073446
80,153074.81,1960.1,378926.04,32553.92,326893.35,0,0,2.4882352622224384,0.9437107012854254
24,236726.0,4390.73,141978.37,46291.63,431974.68,2,1,0.6183059739952519,3.2675137203568214
59,219866.95,806.89,985605.6,57893.5,138180.09,2,1,4.486406392593339,0.198774238174703
73,89252.52,3609.05,1275625.71,40894.27,78946.54,3,0,14.332757887396344,0.09368156656283592
27,91714.87,6715.84,409370.9,17365.92,182798.4,1,0,4.536742406111463,0.48106276815558174
70,210198.07,6941.95,359158.04,53140.12,438640.45,3,1,1.7416905397846896,1.3432921063666068
69,97272.8,2911.2,710326.71,63385.74,339719.37,3,1,7.3323468636658955,0.5651754332920508
23,38769.12,2060.07,630268.31,22136.4,0.0,3,0,16.310104020932123,0.035007704370782204
49,151622.89,2335.07,498311.65,6327.44,23627.29,1,0,3.3019204422234663,0.05983195129701179
65,121368.61,428.4,796084.38,12271.6,361718.15,3,0,6.562757701517715,0.469533308011319
57,120699.64,8147.33,1333483.38,20714.37,15399.31,3,0,11.115449143013185,0.026917729903685714
27,67009.96,3681.65,1561287.22,44738.49,676745.8987499999,2,1,23.35427255888527,0.4610212647416656
83,96970.5,2675.36,322551.54,11447.0,298121.26,3,0,3.3538746319757036,0.9518502563894428
48,267003.9,1898.92,532788.31,44556.8,676745.8987499999,2,0,2.002544644478976,1.3490154790764701
76,126128.01,2736.66,122046.31,13184.82,346802.56,3,0,0.9893359135690796,2.8848848133297893
85,41843.49,2900.64,45830.16,22510.5,232610.02,0,0,1.164596930131784,5.235195909036809
66,347255.25,5430.19,302025.0,42861.28,676745.8987499999,2,1,0.8853867292143172,2.340519404569477
57,107085.6,6579.14,1051478.02,59011.2,132236.92,0,1,9.880480288666261,0.18075388218734592
51,217507.21,1928.09,827684.74,53270.12,239480.62,0,1,3.81418542401422,0.3528759157739692
28,143860.59,1040.35,117625.13,23701.5,151325.62,2,0,0.8248644051856038,1.4749499605954435
28,90349.76,4055.92,284797.36,25990.47,396252.32,3,0,3.1970564171946885,1.4617847795088932
59,176427.42,3806.87,480303.43,27706.32,601104.4,0,0,2.743962928211499,1.2988970098405057
54,85339.62,4348.43,590535.99,14677.02,672852.79,2,0,6.970788245834703,1.1557348472248656
78,95433.87,3124.0,392978.51,7874.28,31988.16,1,0,4.150544350763519,0.10063642203019105
62,128311.8,4977.21,590868.89,31757.65,319541.6,0,0,4.643735806059926,0.5895795246800731
36,139312.13,5601.14,483612.9,39531.78,528029.81,2,0,3.5116399411881796,1.1601474680745711
38,119319.2,427.9,39492.86,10576.0,40997.8,0,0,0.3345711335644222,1.291871901439215
52,481365.87,8224.25,1265803.87,7529.28,147297.29,0,1,2.6466939170406913,0.1215251422196692
38,164456.63,2374.76,286993.58,15224.55,148468.94,1,0,1.7595419534013315,0.5656905116485388
23,141462.63,1695.2,216353.7,17063.28,228189.81,0,0,1.5413887045645909,1.1247567185309417
78,35372.29,968.51,49589.23,7869.12,134896.93,2,0,1.4293035593680818,2.8237659799275057
20,138843.12,5526.47,0.0,2686.18,317638.13,2,0,0.039803700752331125,57.95134301950078
21,231444.0,2654.66,348567.43,38136.8,130120.53,0,1,1.5175251464717165,0.4790611289252083
18,225201.83,5931.89,1119212.56,29087.36,275526.95,3,1,4.996160333155374,0.27073327275153625
75,317499.06,6092.89,1311917.49,18870.55,118826.49,3,0,4.151226085519749,0.10447333163390442
28,55235.7,655.78,347648.93,12207.3,60687.42,1,0,6.305789733813459,0.20928373525659397
85,150196.43,3824.44,891587.91,66077.96,248593.06,0,1,5.961608741299644,0.35142542826729134
59,234132.48,190.94,769636.08,39704.4,79680.82,1,0,3.2879975473714707,0.15508037756277046
26,153831.92,2846.98,247560.9,40196.2,9501.24,3,0,1.6278018242247771,0.19846516625129265
36,303654.2,3769.14,638684.02,53198.02,54675.66,2,0,2.1157394167444417,0.167908757879317
81,438620.08,9451.63625,1465625.18,23921.84,497671.37,0,1,3.362994271146911,0.35360386025329466
31,259702.08,5447.07,929781.18,25161.0,536905.71,2,0,3.6011581039320135,0.6009935104146924
41,208180.63,2210.71,561524.38,25055.52,61447.2,3,0,2.7079132674351114,0.15344541805013762
81,316841.8,1710.53,953280.06,24151.77,51358.92,2,1,3.014092805936591,0.07906948164852425
36,139581.75,2091.6,860536.8,16584.5,186089.61,3,0,6.180094460772988,0.23494922616827107
45,114326.48,3798.71,41819.91,13588.2,182808.86,0,0,0.39902059435399395,4.3051007439342985
27,122562.97,383.03,46697.21,31939.18,188576.09,2,0,0.3841310307672864,4.683718398240998
50,312862.55,601.28,1650803.86,4803.99,525303.88,0,1,5.2783726911386495,0.3210039354704107
22,75468.52,300.51,250297.39,12721.59,39140.86,0,0,3.320562003865983,0.20695402094741833
83,300114.29,6228.36,1571582.47,21075.83,305644.71,2,1,5.257366551922603,0.20707192948350503
83,27292.53,217.78,292330.37,14589.12,155041.78,0,0,10.718982446845347,0.5798372683701183
82,196324.95,1337.31,1576657.16,19666.68,285013.14,1,0,8.037666481005088,0.19308028812021877
38,42052.76,412.37,573119.5,20838.51,280225.24,1,0,13.638388300791672,0.5249285014823998
62,59748.61,620.11,332586.79,10261.08,55299.79,0,0,5.5768142555952345,0.1967566495272171
81,102132.04,3620.77,407811.07,8098.93,36351.66,0,0,4.028430647228823,0.10803850757270615
27,343075.51,3351.96,1282807.21,67354.12,676745.8987499999,2,1,3.7489098828418266,0.5785438206735947
55,273277.6,415.35,1359508.58,12099.78,676745.8987499999,0,0,4.976346140334957,0.5065321353804433
61,72993.09,786.17,407350.11,46214.98,22983.78,3,0,5.591437216865322,0.16954775608834363
28,154254.48,2128.5,67300.24,13832.1,20878.88,3,0,0.45009221126024995,0.49994397213643604
27,380645.13,220.85,678007.04,5442.84,676745.8987499999,1,1,1.7817852812145527,1.0058385138238506
66,298478.75,3117.52,318659.06,6086.08,242989.14,1,1,1.0780552384382474,0.7740602064320329
82,157737.22,3673.45,420009.37,6555.36,36011.16,3,0,2.6860041022657812,0.10046765533788853
26,27244.44,1844.5,451198.69,9861.1,37273.87,1,0,16.628831056905558,0.10404055727985387
74,137509.26,332.71,775503.11,16254.0,120496.29,3,0,5.642062360018517,0.17626166543629623
29,202033.88,5986.81,1017414.84,45728.36,145851.81,2,1,5.06549520308178,0.18719921235302642
34,142734.73,5516.26,789031.93,20664.75,327416.54,3,0,5.566607300129408,0.4380865204833951
43,350852.97,2206.68,266795.28,45714.24,170659.49,3,1,0.7667085161057637,0.8043544576609862
74,349933.41,6029.69,1240595.62,24854.83,251878.16,0,1,3.5624643842952866,0.22198552026388724
